x,y,T,Temperature
0.0,0.0,0.0,0.0
0.0,0.02564102564102564,0.0,0.0
0.0,0.05128205128205128,0.0,0.0
0.0,0.07692307692307693,0.0,0.0
0.0,0.10256410256410256,0.0,0.0
0.0,0.1282051282051282,0.0,0.0
0.0,0.15384615384615385,0.0,0.0
0.0,0.1794871794871795,0.0,0.0
0.0,0.20512820512820512,0.0,0.0
0.0,0.23076923076923075,0.0,0.0
0.0,0.2564102564102564,0.0,0.0
0.0,0.28205128205128205,0.0,0.0
0.0,0.3076923076923077,0.0,0.0
0.0,0.3333333333333333,0.0,0.0
0.0,0.358974358974359,0.0,0.0
0.0,0.3846153846153846,0.0,0.0
0.0,0.41025641025641024,0.0,0.0
0.0,0.4358974358974359,0.0,0.0
0.0,0.4615384615384615,0.0,0.0
0.0,0.48717948717948717,0.0,0.0
0.0,0.5128205128205128,0.0,0.0
0.0,0.5384615384615384,0.0,0.0
0.0,0.5641025641025641,0.0,0.0
0.0,0.5897435897435898,0.0,0.0
0.0,0.6153846153846154,0.0,0.0
0.0,0.641025641025641,0.0,0.0
0.0,0.6666666666666666,0.0,0.0
0.0,0.6923076923076923,0.0,0.0
0.0,0.717948717948718,0.0,0.0
0.0,0.7435897435897436,0.0,0.0
0.0,0.7692307692307692,0.0,0.0
0.0,0.7948717948717948,0.0,0.0
0.0,0.8205128205128205,0.0,0.0
0.0,0.8461538461538461,0.0,0.0
0.0,0.8717948717948718,0.0,0.0
0.0,0.8974358974358974,0.0,0.0
0.0,0.923076923076923,0.0,0.0
0.0,0.9487179487179487,0.0,0.0
0.0,0.9743589743589743,0.0,0.0
0.0,1.0,0.0,0.0
0.02564102564102564,0.0,0.0,0.0
0.02564102564102564,0.02564102564102564,0.0791707539120472,0.0
0.02564102564102564,0.05128205128205128,0.08045821901151481,0.0
0.02564102564102564,0.07692307692307693,0.08045821901151481,0.0
0.02564102564102564,0.10256410256410256,0.08045821901151481,0.0
0.02564102564102564,0.1282051282051282,0.08045821901151481,0.0
0.02564102564102564,0.15384615384615385,0.08045821901151481,0.0
0.02564102564102564,0.1794871794871795,0.08045821901151481,0.0
0.02564102564102564,0.20512820512820512,0.08045821901151481,0.0
0.02564102564102564,0.23076923076923075,0.08045821901151481,0.0
0.02564102564102564,0.2564102564102564,0.08045821901151481,0.0
0.02564102564102564,0.28205128205128205,0.08045821901151481,0.0
0.02564102564102564,0.3076923076923077,0.08045821901151481,0.0
0.02564102564102564,0.3333333333333333,0.08045821901151481,0.0
0.02564102564102564,0.358974358974359,0.08045821901151481,0.0
0.02564102564102564,0.3846153846153846,0.08045821901151481,0.0
0.02564102564102564,0.41025641025641024,0.08045821901151481,0.0
0.02564102564102564,0.4358974358974359,0.08045821901151481,0.0
0.02564102564102564,0.4615384615384615,0.08045821901151481,0.0
0.02564102564102564,0.48717948717948717,0.08045821901151481,0.0
0.02564102564102564,0.5128205128205128,0.08045821901151481,0.0
0.02564102564102564,0.5384615384615384,0.08045821901151481,0.0
0.02564102564102564,0.5641025641025641,0.08045821901151481,0.0
0.02564102564102564,0.5897435897435898,0.08045821901151481,0.0
0.02564102564102564,0.6153846153846154,0.08045821901151481,0.0
0.02564102564102564,0.641025641025641,0.08045821901151481,0.0
0.02564102564102564,0.6666666666666666,0.08045821901151481,0.0
0.02564102564102564,0.6923076923076923,0.08045821901151481,0.0
0.02564102564102564,0.717948717948718,0.08045821901151481,0.0
0.02564102564102564,0.7435897435897436,0.08045821901151481,0.0
0.02564102564102564,0.7692307692307692,0.08045821901151481,0.0
0.02564102564102564,0.7948717948717948,0.08045821901151481,0.0
0.02564102564102564,0.8205128205128205,0.08045821901151481,0.0
0.02564102564102564,0.8461538461538461,0.08045821901151481,0.0
0.02564102564102564,0.8717948717948718,0.08045821901151481,0.0
0.02564102564102564,0.8974358974358974,0.08045821901151481,0.0
0.02564102564102564,0.923076923076923,0.08045821901151481,0.0
0.02564102564102564,0.9487179487179487,0.08045821901151481,0.0
0.02564102564102564,0.9743589743589743,0.0791707539120472,0.0
0.02564102564102564,1.0,0.0,0.0
0.05128205128205128,0.0,0.0,0.0
0.05128205128205128,0.02564102564102564,0.15782805510465625,0.0
0.05128205128205128,0.05128205128205128,0.16039463559838044,0.0
0.05128205128205128,0.07692307692307693,0.16039463559838044,0.0
